iter	Logloss
0	0.6189292328
1	0.5604889242
2	0.5021102578
3	0.451928238
4	0.4069066808
5	0.3667784506
6	0.3301811528
7	0.2983470938
8	0.2679980974
9	0.2441428876
10	0.2219639231
11	0.2020909833
12	0.1821160946
13	0.1666309606
14	0.1511636176
15	0.137718097
16	0.1248027685
17	0.1158060089
18	0.1067082053
19	0.09855170462
20	0.09086853962
21	0.08407353397
22	0.07843401683
23	0.0728049147
24	0.06703847463
25	0.0622233424
26	0.05791716183
27	0.05443100513
28	0.05098547963
29	0.0479312511
30	0.04500727545
31	0.04237667279
32	0.04001141363
33	0.03768958584
34	0.0354605907
35	0.03333093869
36	0.03155940278
37	0.02995755242
38	0.02835303011
39	0.02696427858
40	0.02570724729
41	0.02444333692
42	0.02328734989
43	0.02227502178
44	0.02121482349
45	0.02023237147
46	0.01932262755
47	0.01852160552
48	0.01782135157
49	0.01712081046
50	0.01647751392
51	0.01577809841
52	0.01520184475
53	0.01472816528
54	0.01420113125
55	0.01365188856
56	0.01319343503
57	0.01279271169
58	0.01236770526
59	0.01195852706
60	0.01158313352
61	0.01122318018
62	0.01087398799
63	0.01055180075
64	0.01024067508
65	0.009964757531
66	0.009717784141
67	0.009473598031
68	0.009201722916
69	0.008975855721
70	0.008736073346
71	0.008498341682
72	0.00828903317
73	0.008071310376
74	0.007846762706
75	0.007687582147
76	0.007526114528
77	0.007337883993
78	0.007158661028
79	0.006989764474
80	0.006842672814
81	0.006677280886
82	0.006548054795
83	0.006410998055
84	0.006296824731
85	0.006172203569
86	0.00603426727
87	0.005917979513
88	0.00580870999
89	0.005705911805
90	0.005603474131
91	0.005507803946
92	0.005419787552
93	0.005332822391
94	0.005249389802
95	0.005147133859
96	0.005057176761
97	0.004975714257
98	0.004902002718
99	0.004831035609
100	0.0047517656
101	0.004678549183
102	0.004576580245
103	0.004508032146
104	0.004422569982
105	0.004357221378
106	0.004288315985
107	0.00422768116
108	0.004180778291
109	0.004117324437
110	0.004050904154
111	0.00399497363
112	0.003950070849
113	0.003894752878
114	0.003840901216
115	0.003765037027
116	0.00371611897
117	0.003672347013
118	0.003624488195
119	0.003580590846
120	0.003534033742
121	0.003476575486
122	0.00343718488
123	0.003396661546
124	0.003356391551
125	0.00331980689
126	0.003282809311
127	0.003246169232
128	0.003207315995
129	0.003162978903
130	0.003128713829
131	0.003092269083
132	0.003048460673
133	0.003013814367
134	0.002978065019
135	0.00294448985
136	0.002913407823
137	0.002872733642
138	0.00284262953
139	0.002802097119
140	0.002772646413
141	0.002738864742
142	0.002711692619
143	0.002683746042
144	0.002651318462
145	0.00262293893
146	0.002593660969
147	0.002562973382
148	0.002535521048
149	0.002511763466
150	0.002496616566
151	0.002471788702
152	0.002442084987
153	0.002423486132
154	0.00239875867
155	0.002376511259
156	0.002353789966
157	0.002331664231
158	0.002310703095
159	0.002289132892
160	0.002289098366
161	0.002265881768
162	0.002247981911
163	0.002247503348
164	0.002222428745
165	0.002218952277
166	0.002198345054
167	0.002182395592
168	0.002165630416
169	0.002160267859
170	0.002143175242
171	0.002128203856
172	0.002112042036
173	0.002112059171
174	0.002091399212
175	0.002086116671
176	0.002067371697
177	0.002067412475
178	0.002043837498
179	0.002028694678
180	0.002011869862
181	0.001999204716
182	0.00197953444
183	0.001963441624
184	0.00196338715
185	0.001946612433
186	0.001930041947
187	0.001918804937
188	0.001900554572
189	0.001900547125
190	0.001900542564
191	0.001900547609
192	0.001900550514
193	0.001888360833
194	0.001888341225
195	0.00187564799
196	0.001861446337
197	0.001848267185
198	0.0018366249
199	0.001822665618
200	0.001806028921
